RuleSet,,,org.example.rules
BRONZE,B831,Gnathostomiasis,TRUE
BRONZE,B832,Angiostrongyliasis due to Parastrongylus cantonensis,TRUE
BRONZE,B833,Syngamiasis,TRUE
BRONZE,B834,Internal hirudiniasis,TRUE
BRONZE,B838,Other specified helminthiases,TRUE
BRONZE,B839,"Helminthiasis, unspecified",TRUE
BRONZE,B850,Pediculosis due to Pediculus humanus capitis,TRUE
BRONZE,B851,Pediculosis due to Pediculus humanus corporis,TRUE
BRONZE,B852,"Pediculosis, unspecified",TRUE
BRONZE,B853,Phthiriasis,TRUE
BRONZE,B854,Mixed pediculosis and phthiriasis,TRUE
BRONZE,B86,Scabies,TRUE
BRONZE,B870,Cutaneous myiasis,TRUE
BRONZE,B871,Wound myiasis,TRUE
BRONZE,B872,Ocular myiasis,TRUE
BRONZE,B873,Nasopharyngeal myiasis,TRUE
BRONZE,B874,Aural myiasis,TRUE
BRONZE,B8781,Genitourinary myiasis,TRUE
BRONZE,B8782,Intestinal myiasis,TRUE
BRONZE,B8789,Myiasis of other sites,TRUE
BRONZE,B879,"Myiasis, unspecified",TRUE
BRONZE,B880,Other acariasis,TRUE
BRONZE,B881,Tungiasis [sandflea infestation],TRUE
BRONZE,B882,Other arthropod infestations,TRUE
BRONZE,B883,External hirudiniasis,TRUE
BRONZE,B888,Other specified infestations,TRUE
BRONZE,B889,"Infestation, unspecified",TRUE
BRONZE,B89,Unspecified parasitic disease,TRUE
BRONZE,B900,Sequelae of central nervous system tuberculosis,TRUE
BRONZE,B901,Sequelae of genitourinary tuberculosis,TRUE
BRONZE,B902,Sequelae of tuberculosis of bones and joints,TRUE
BRONZE,B908,Sequelae of tuberculosis of other organs,TRUE
BRONZE,B909,Sequelae of respiratory and unspecified tuberculosis,TRUE
BRONZE,B91,Sequelae of poliomyelitis,TRUE
BRONZE,B92,Sequelae of leprosy,TRUE
BRONZE,B940,Sequelae of trachoma,TRUE
BRONZE,B941,Sequelae of viral encephalitis,TRUE
BRONZE,B942,Sequelae of viral hepatitis,TRUE
BRONZE,B948,Sequelae of other specified infectious and parasitic diseases,TRUE
BRONZE,B949,Sequelae of unspecified infectious and parasitic disease,TRUE
BRONZE,B950,"Streptococcus, group A, as the cause of diseases classified elsewhere",TRUE
BRONZE,B951,"Streptococcus, group B, as the cause of diseases classified elsewhere",TRUE
BRONZE,B952,Enterococcus as the cause of diseases classified elsewhere,TRUE
BRONZE,B953,Streptococcus pneumoniae as the cause of diseases classified elsewhere,TRUE
BRONZE,B954,Other streptococcus as the cause of diseases classified elsewhere,TRUE
BRONZE,B955,Unspecified streptococcus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9561,Methicillin susceptible Staphylococcus aureus infection as the cause of diseases classified elsewhere,TRUE
BRONZE,B9562,Methicillin resistant Staphylococcus aureus infection as the cause of diseases classified elsewhere,TRUE
BRONZE,B957,Other staphylococcus as the cause of diseases classified elsewhere,TRUE
BRONZE,B958,Unspecified staphylococcus as the cause of diseases classified elsewhere,TRUE
BRONZE,B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified elsewhere,TRUE
BRONZE,B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified elsewhere,TRUE
BRONZE,B9620,Unspecified Escherichia coli [E. coli] as the cause of diseases classified elsewhere,TRUE
BRONZE,B9621,Shiga toxin-producing Escherichia coli [E. coli] (STEC) O157 as the cause of diseases classified elsewhere,TRUE
BRONZE,B9622,Other specified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere,TRUE
BRONZE,B9623,Unspecified Shiga toxin-producing Escherichia coli [E. coli] (STEC) as the cause of diseases classified elsewhere,TRUE
BRONZE,B9629,Other Escherichia coli [E. coli] as the cause of diseases classified elsewhere,TRUE
BRONZE,B963,Hemophilus influenzae [H. influenzae] as the cause of diseases classified elsewhere,TRUE
BRONZE,B964,Proteus (mirabilis) (morganii) as the cause of diseases classified elsewhere,TRUE
BRONZE,B965,Pseudomonas (aeruginosa) (mallei) (pseudomallei) as the cause of diseases classified elsewhere,TRUE
BRONZE,B966,Bacteroides fragilis [B. fragilis] as the cause of diseases classified elsewhere,TRUE
BRONZE,B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified elsewhere,TRUE
BRONZE,B9681,Helicobacter pylori [H. pylori] as the cause of diseases classified elsewhere,TRUE
BRONZE,B9682,Vibrio vulnificus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9689,Other specified bacterial agents as the cause of diseases classified elsewhere,TRUE
BRONZE,B970,Adenovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9710,Unspecified enterovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9711,Coxsackievirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9712,Echovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9719,Other enterovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9721,SARS-associated coronavirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9729,Other coronavirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9730,Unspecified retrovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9731,Lentivirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9732,Oncovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9733,"Human T-cell lymphotrophic virus, type I [HTLV-I] as the cause of diseases classified elsewhere",TRUE
BRONZE,B9734,"Human T-cell lymphotrophic virus, type II [HTLV-II] as the cause of diseases classified elsewhere",TRUE
BRONZE,B9735,"Human immunodeficiency virus, type 2 [HIV 2] as the cause of diseases classified elsewhere",TRUE
BRONZE,B9739,Other retrovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B974,Respiratory syncytial virus as the cause of diseases classified elsewhere,TRUE
BRONZE,B975,Reovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B976,Parvovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B977,Papillomavirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9781,Human metapneumovirus as the cause of diseases classified elsewhere,TRUE
BRONZE,B9789,Other viral agents as the cause of diseases classified elsewhere,TRUE
BRONZE,B998,Other infectious disease,TRUE
BRONZE,B999,Unspecified infectious disease,TRUE
BRONZE,C000,Malignant neoplasm of external upper lip,TRUE
BRONZE,C001,Malignant neoplasm of external lower lip,TRUE
BRONZE,C002,"Malignant neoplasm of external lip, unspecified",TRUE
BRONZE,C003,"Malignant neoplasm of upper lip, inner aspect",TRUE
BRONZE,C004,"Malignant neoplasm of lower lip, inner aspect",TRUE
BRONZE,C005,"Malignant neoplasm of lip, unspecified, inner aspect",TRUE
BRONZE,C006,"Malignant neoplasm of commissure of lip, unspecified",TRUE
BRONZE,C008,Malignant neoplasm of overlapping sites of lip,TRUE
BRONZE,C009,"Malignant neoplasm of lip, unspecified",TRUE
BRONZE,C01,Malignant neoplasm of base of tongue,TRUE
BRONZE,C020,Malignant neoplasm of dorsal surface of tongue,TRUE
BRONZE,C021,Malignant neoplasm of border of tongue,TRUE
BRONZE,C022,Malignant neoplasm of ventral surface of tongue,TRUE
BRONZE,C023,"Malignant neoplasm of anterior two-thirds of tongue, part unspecified",TRUE
BRONZE,C024,Malignant neoplasm of lingual tonsil,TRUE
BRONZE,C028,Malignant neoplasm of overlapping sites of tongue,TRUE
BRONZE,C029,"Malignant neoplasm of tongue, unspecified",TRUE
BRONZE,C030,Malignant neoplasm of upper gum,TRUE
BRONZE,C031,Malignant neoplasm of lower gum,TRUE
BRONZE,C039,"Malignant neoplasm of gum, unspecified",TRUE
BRONZE,C040,Malignant neoplasm of anterior floor of mouth,TRUE
BRONZE,C041,Malignant neoplasm of lateral floor of mouth,TRUE
BRONZE,C048,Malignant neoplasm of overlapping sites of floor of mouth,TRUE
BRONZE,C049,"Malignant neoplasm of floor of mouth, unspecified",TRUE
BRONZE,C050,Malignant neoplasm of hard palate,TRUE
BRONZE,C051,Malignant neoplasm of soft palate,TRUE
BRONZE,C052,Malignant neoplasm of uvula,TRUE
BRONZE,C058,Malignant neoplasm of overlapping sites of palate,TRUE
BRONZE,C059,"Malignant neoplasm of palate, unspecified",TRUE
BRONZE,C060,Malignant neoplasm of cheek mucosa,TRUE
BRONZE,C061,Malignant neoplasm of vestibule of mouth,TRUE
BRONZE,C062,Malignant neoplasm of retromolar area,TRUE
BRONZE,C0680,Malignant neoplasm of overlapping sites of unspecified parts of mouth,TRUE
BRONZE,C0689,Malignant neoplasm of overlapping sites of other parts of mouth,TRUE
BRONZE,C069,"Malignant neoplasm of mouth, unspecified",TRUE
BRONZE,C07,Malignant neoplasm of parotid gland,TRUE
BRONZE,C080,Malignant neoplasm of submandibular gland,TRUE
BRONZE,C081,Malignant neoplasm of sublingual gland,TRUE
BRONZE,C089,"Malignant neoplasm of major salivary gland, unspecified",TRUE
BRONZE,C090,Malignant neoplasm of tonsillar fossa,TRUE
BRONZE,C091,Malignant neoplasm of tonsillar pillar (anterior) (posterior),TRUE
BRONZE,C098,Malignant neoplasm of overlapping sites of tonsil,TRUE
BRONZE,C099,"Malignant neoplasm of tonsil, unspecified",TRUE
BRONZE,C100,Malignant neoplasm of vallecula,TRUE
BRONZE,C101,Malignant neoplasm of anterior surface of epiglottis,TRUE
BRONZE,C102,Malignant neoplasm of lateral wall of oropharynx,TRUE
BRONZE,C103,Malignant neoplasm of posterior wall of oropharynx,TRUE
BRONZE,C104,Malignant neoplasm of branchial cleft,TRUE
BRONZE,C108,Malignant neoplasm of overlapping sites of oropharynx,TRUE
BRONZE,C109,"Malignant neoplasm of oropharynx, unspecified",TRUE
BRONZE,C110,Malignant neoplasm of superior wall of nasopharynx,TRUE
BRONZE,C111,Malignant neoplasm of posterior wall of nasopharynx,TRUE
BRONZE,C112,Malignant neoplasm of lateral wall of nasopharynx,TRUE
BRONZE,C113,Malignant neoplasm of anterior wall of nasopharynx,TRUE
BRONZE,C118,Malignant neoplasm of overlapping sites of nasopharynx,TRUE
BRONZE,C119,"Malignant neoplasm of nasopharynx, unspecified",TRUE
BRONZE,C12,Malignant neoplasm of pyriform sinus,TRUE
BRONZE,C130,Malignant neoplasm of postcricoid region,TRUE
BRONZE,C131,"Malignant neoplasm of aryepiglottic fold, hypopharyngeal aspect",TRUE
BRONZE,C132,Malignant neoplasm of posterior wall of hypopharynx,TRUE
BRONZE,C138,Malignant neoplasm of overlapping sites of hypopharynx,TRUE
BRONZE,C139,"Malignant neoplasm of hypopharynx, unspecified",TRUE
BRONZE,C140,"Malignant neoplasm of pharynx, unspecified",TRUE
BRONZE,C142,Malignant neoplasm of Waldeyer's ring,TRUE
BRONZE,C148,"Malignant neoplasm of overlapping sites of lip, oral cavity and pharynx",TRUE
BRONZE,C153,Malignant neoplasm of upper third of esophagus,TRUE
BRONZE,C154,Malignant neoplasm of middle third of esophagus,TRUE
BRONZE,C155,Malignant neoplasm of lower third of esophagus,TRUE
BRONZE,C158,Malignant neoplasm of overlapping sites of esophagus,TRUE
BRONZE,C159,"Malignant neoplasm of esophagus, unspecified",TRUE
BRONZE,C160,Malignant neoplasm of cardia,TRUE
BRONZE,C161,Malignant neoplasm of fundus of stomach,TRUE
BRONZE,C162,Malignant neoplasm of body of stomach,TRUE
BRONZE,C163,Malignant neoplasm of pyloric antrum,TRUE
BRONZE,C164,Malignant neoplasm of pylorus,TRUE
BRONZE,C165,"Malignant neoplasm of lesser curvature of stomach, unspecified",TRUE
BRONZE,C166,"Malignant neoplasm of greater curvature of stomach, unspecified",TRUE
BRONZE,C168,Malignant neoplasm of overlapping sites of stomach,TRUE
BRONZE,C169,"Malignant neoplasm of stomach, unspecified",TRUE
BRONZE,C170,Malignant neoplasm of duodenum,TRUE
BRONZE,C171,Malignant neoplasm of jejunum,TRUE
BRONZE,C172,Malignant neoplasm of ileum,TRUE
BRONZE,C173,"Meckel's diverticulum, malignant",TRUE
BRONZE,C178,Malignant neoplasm of overlapping sites of small intestine,TRUE
BRONZE,C179,"Malignant neoplasm of small intestine, unspecified",TRUE
BRONZE,C180,Malignant neoplasm of cecum,TRUE
BRONZE,C181,Malignant neoplasm of appendix,TRUE
BRONZE,C182,Malignant neoplasm of ascending colon,TRUE
BRONZE,C183,Malignant neoplasm of hepatic flexure,TRUE
BRONZE,C184,Malignant neoplasm of transverse colon,TRUE
BRONZE,C185,Malignant neoplasm of splenic flexure,TRUE
BRONZE,C186,Malignant neoplasm of descending colon,TRUE
BRONZE,C187,Malignant neoplasm of sigmoid colon,TRUE
BRONZE,C188,Malignant neoplasm of overlapping sites of colon,TRUE
BRONZE,C189,"Malignant neoplasm of colon, unspecified",TRUE
BRONZE,C19,Malignant neoplasm of rectosigmoid junction,TRUE
BRONZE,C20,Malignant neoplasm of rectum,TRUE
BRONZE,C210,"Malignant neoplasm of anus, unspecified",TRUE
BRONZE,C211,Malignant neoplasm of anal canal,TRUE
BRONZE,C212,Malignant neoplasm of cloacogenic zone,TRUE
BRONZE,C218,"Malignant neoplasm of overlapping sites of rectum, anus and anal canal",TRUE
BRONZE,C220,Liver cell carcinoma,TRUE
BRONZE,C221,Intrahepatic bile duct carcinoma,TRUE
BRONZE,C222,Hepatoblastoma,TRUE
BRONZE,C223,Angiosarcoma of liver,TRUE
BRONZE,C224,Other sarcomas of liver,TRUE
BRONZE,C227,Other specified carcinomas of liver,TRUE
BRONZE,C228,"Malignant neoplasm of liver, primary, unspecified as to type",TRUE
BRONZE,C229,"Malignant neoplasm of liver, not specified as primary or secondary",TRUE
BRONZE,C23,Malignant neoplasm of gallbladder,TRUE
BRONZE,C240,Malignant neoplasm of extrahepatic bile duct,TRUE
BRONZE,C241,Malignant neoplasm of ampulla of Vater,TRUE
BRONZE,C248,Malignant neoplasm of overlapping sites of biliary tract,TRUE
BRONZE,C249,"Malignant neoplasm of biliary tract, unspecified",TRUE
BRONZE,C250,Malignant neoplasm of head of pancreas,TRUE
BRONZE,C251,Malignant neoplasm of body of pancreas,TRUE
BRONZE,C252,Malignant neoplasm of tail of pancreas,TRUE
BRONZE,C253,Malignant neoplasm of pancreatic duct,TRUE
BRONZE,C254,Malignant neoplasm of endocrine pancreas,TRUE
BRONZE,C257,Malignant neoplasm of other parts of pancreas,TRUE
BRONZE,C258,Malignant neoplasm of overlapping sites of pancreas,TRUE
BRONZE,C259,"Malignant neoplasm of pancreas, unspecified",TRUE
BRONZE,C260,"Malignant neoplasm of intestinal tract, part unspecified",TRUE
BRONZE,C261,Malignant neoplasm of spleen,TRUE
BRONZE,C269,Malignant neoplasm of ill-defined sites within the digestive system,TRUE
BRONZE,C300,Malignant neoplasm of nasal cavity,TRUE
BRONZE,C301,Malignant neoplasm of middle ear,TRUE
BRONZE,C310,Malignant neoplasm of maxillary sinus,TRUE
BRONZE,C311,Malignant neoplasm of ethmoidal sinus,TRUE
BRONZE,C312,Malignant neoplasm of frontal sinus,TRUE
BRONZE,C313,Malignant neoplasm of sphenoid sinus,TRUE
BRONZE,C318,Malignant neoplasm of overlapping sites of accessory sinuses,TRUE
BRONZE,C319,"Malignant neoplasm of accessory sinus, unspecified",TRUE
BRONZE,C320,Malignant neoplasm of glottis,TRUE
BRONZE,C321,Malignant neoplasm of supraglottis,TRUE
BRONZE,C322,Malignant neoplasm of subglottis,TRUE
BRONZE,C323,Malignant neoplasm of laryngeal cartilage,TRUE
BRONZE,C328,Malignant neoplasm of overlapping sites of larynx,TRUE
BRONZE,C329,"Malignant neoplasm of larynx, unspecified",TRUE
BRONZE,C33,Malignant neoplasm of trachea,TRUE
BRONZE,C3400,Malignant neoplasm of unspecified main bronchus,TRUE
BRONZE,C3401,Malignant neoplasm of right main bronchus,TRUE
BRONZE,C3402,Malignant neoplasm of left main bronchus,TRUE
BRONZE,C3410,"Malignant neoplasm of upper lobe, unspecified bronchus or lung",TRUE
BRONZE,C3411,"Malignant neoplasm of upper lobe, right bronchus or lung",TRUE
BRONZE,C3412,"Malignant neoplasm of upper lobe, left bronchus or lung",TRUE
BRONZE,C342,"Malignant neoplasm of middle lobe, bronchus or lung",TRUE
BRONZE,C3430,"Malignant neoplasm of lower lobe, unspecified bronchus or lung",TRUE
BRONZE,C3431,"Malignant neoplasm of lower lobe, right bronchus or lung",TRUE
BRONZE,C3432,"Malignant neoplasm of lower lobe, left bronchus or lung",TRUE
BRONZE,C3480,Malignant neoplasm of overlapping sites of unspecified bronchus and lung,TRUE
BRONZE,C3481,Malignant neoplasm of overlapping sites of right bronchus and lung,TRUE
BRONZE,C3482,Malignant neoplasm of overlapping sites of left bronchus and lung,TRUE
BRONZE,C3490,Malignant neoplasm of unspecified part of unspecified bronchus or lung,TRUE
BRONZE,C3491,Malignant neoplasm of unspecified part of right bronchus or lung,TRUE
BRONZE,C3492,Malignant neoplasm of unspecified part of left bronchus or lung,TRUE
BRONZE,C37,Malignant neoplasm of thymus,TRUE
BRONZE,C380,Malignant neoplasm of heart,TRUE
BRONZE,C381,Malignant neoplasm of anterior mediastinum,TRUE
BRONZE,C382,Malignant neoplasm of posterior mediastinum,TRUE
BRONZE,C383,"Malignant neoplasm of mediastinum, part unspecified",TRUE
BRONZE,C384,Malignant neoplasm of pleura,TRUE
BRONZE,C388,"Malignant neoplasm of overlapping sites of heart, mediastinum and pleura",TRUE
BRONZE,C390,"Malignant neoplasm of upper respiratory tract, part unspecified",TRUE
BRONZE,C399,"Malignant neoplasm of lower respiratory tract, part unspecified",TRUE
BRONZE,C4000,Malignant neoplasm of scapula and long bones of unspecified upper limb,TRUE
BRONZE,C4001,Malignant neoplasm of scapula and long bones of right upper limb,TRUE
BRONZE,C4002,Malignant neoplasm of scapula and long bones of left upper limb,TRUE
BRONZE,C4010,Malignant neoplasm of short bones of unspecified upper limb,TRUE
BRONZE,C4011,Malignant neoplasm of short bones of right upper limb,TRUE
BRONZE,C4012,Malignant neoplasm of short bones of left upper limb,TRUE
BRONZE,C4020,Malignant neoplasm of long bones of unspecified lower limb,TRUE
BRONZE,C4021,Malignant neoplasm of long bones of right lower limb,TRUE
BRONZE,C4022,Malignant neoplasm of long bones of left lower limb,TRUE
BRONZE,C4030,Malignant neoplasm of short bones of unspecified lower limb,TRUE
BRONZE,C4031,Malignant neoplasm of short bones of right lower limb,TRUE
BRONZE,C4032,Malignant neoplasm of short bones of left lower limb,TRUE
BRONZE,C4080,Malignant neoplasm of overlapping sites of bone and articular cartilage of unspecified limb,TRUE
BRONZE,C4081,Malignant neoplasm of overlapping sites of bone and articular cartilage of right limb,TRUE
BRONZE,C4082,Malignant neoplasm of overlapping sites of bone and articular cartilage of left limb,TRUE
BRONZE,C4090,Malignant neoplasm of unspecified bones and articular cartilage of unspecified limb,TRUE
BRONZE,C4091,Malignant neoplasm of unspecified bones and articular cartilage of right limb,TRUE
BRONZE,C4092,Malignant neoplasm of unspecified bones and articular cartilage of left limb,TRUE
BRONZE,C410,Malignant neoplasm of bones of skull and face,TRUE
BRONZE,C411,Malignant neoplasm of mandible,TRUE
BRONZE,C412,Malignant neoplasm of vertebral column,TRUE
BRONZE,C413,"Malignant neoplasm of ribs, sternum and clavicle",TRUE
BRONZE,C414,"Malignant neoplasm of pelvic bones, sacrum and coccyx",TRUE
BRONZE,C419,"Malignant neoplasm of bone and articular cartilage, unspecified",TRUE
BRONZE,C430,Malignant melanoma of lip,TRUE
BRONZE,C4310,"Malignant melanoma of unspecified eyelid, including canthus",TRUE
BRONZE,C43111,"Malignant melanoma of right upper eyelid, including canthus",TRUE
BRONZE,C43112,"Malignant melanoma of right lower eyelid, including canthus",TRUE
BRONZE,C43121,"Malignant melanoma of left upper eyelid, including canthus",TRUE
BRONZE,C43122,"Malignant melanoma of left lower eyelid, including canthus",TRUE
BRONZE,C4320,Malignant melanoma of unspecified ear and external auricular canal,TRUE
BRONZE,C4321,Malignant melanoma of right ear and external auricular canal,TRUE
BRONZE,C4322,Malignant melanoma of left ear and external auricular canal,TRUE
BRONZE,C4330,Malignant melanoma of unspecified part of face,TRUE
BRONZE,C4331,Malignant melanoma of nose,TRUE
BRONZE,C4339,Malignant melanoma of other parts of face,TRUE
BRONZE,C434,Malignant melanoma of scalp and neck,TRUE
BRONZE,C4351,Malignant melanoma of anal skin,TRUE
BRONZE,C4352,Malignant melanoma of skin of breast,TRUE
BRONZE,C4359,Malignant melanoma of other part of trunk,TRUE
BRONZE,C4360,"Malignant melanoma of unspecified upper limb, including shoulder",TRUE
BRONZE,C4361,"Malignant melanoma of right upper limb, including shoulder",TRUE
BRONZE,C4362,"Malignant melanoma of left upper limb, including shoulder",TRUE
BRONZE,C4370,"Malignant melanoma of unspecified lower limb, including hip",TRUE
BRONZE,C4371,"Malignant melanoma of right lower limb, including hip",TRUE
BRONZE,C4372,"Malignant melanoma of left lower limb, including hip",TRUE
BRONZE,C438,Malignant melanoma of overlapping sites of skin,TRUE
BRONZE,C439,"Malignant melanoma of skin, unspecified",TRUE
BRONZE,C4A0,Merkel cell carcinoma of lip,TRUE
BRONZE,C4A10,"Merkel cell carcinoma of unspecified eyelid, including canthus",TRUE
BRONZE,C4A111,"Merkel cell carcinoma of right upper eyelid, including canthus",TRUE
BRONZE,C4A112,"Merkel cell carcinoma of right lower eyelid, including canthus",TRUE
BRONZE,C4A121,"Merkel cell carcinoma of left upper eyelid, including canthus",TRUE
BRONZE,C4A122,"Merkel cell carcinoma of left lower eyelid, including canthus",TRUE
BRONZE,C4A20,Merkel cell carcinoma of unspecified ear and external auricular canal,TRUE
BRONZE,C4A21,Merkel cell carcinoma of right ear and external auricular canal,TRUE
BRONZE,C4A22,Merkel cell carcinoma of left ear and external auricular canal,TRUE
BRONZE,C4A30,Merkel cell carcinoma of unspecified part of face,TRUE
BRONZE,C4A31,Merkel cell carcinoma of nose,TRUE
BRONZE,C4A39,Merkel cell carcinoma of other parts of face,TRUE
BRONZE,C4A4,Merkel cell carcinoma of scalp and neck,TRUE
BRONZE,C4A51,Merkel cell carcinoma of anal skin,TRUE
BRONZE,C4A52,Merkel cell carcinoma of skin of breast,TRUE
BRONZE,C4A59,Merkel cell carcinoma of other part of trunk,TRUE
BRONZE,C4A60,"Merkel cell carcinoma of unspecified upper limb, including shoulder",TRUE
BRONZE,C4A61,"Merkel cell carcinoma of right upper limb, including shoulder",TRUE
BRONZE,C4A62,"Merkel cell carcinoma of left upper limb, including shoulder",TRUE
BRONZE,C4A70,"Merkel cell carcinoma of unspecified lower limb, including hip",TRUE
BRONZE,C4A71,"Merkel cell carcinoma of right lower limb, including hip",TRUE
BRONZE,C4A72,"Merkel cell carcinoma of left lower limb, including hip",TRUE
BRONZE,C4A8,Merkel cell carcinoma of overlapping sites,TRUE
BRONZE,C4A9,"Merkel cell carcinoma, unspecified",TRUE
BRONZE,C4400,Unspecified malignant neoplasm of skin of lip,TRUE
BRONZE,C4401,Basal cell carcinoma of skin of lip,TRUE
BRONZE,C4402,Squamous cell carcinoma of skin of lip,TRUE
BRONZE,C4409,Other specified malignant neoplasm of skin of lip,TRUE
BRONZE,C44101,"Unspecified malignant neoplasm of skin of unspecified eyelid, including canthus",TRUE
BRONZE,C441021,"Unspecified malignant neoplasm of skin of right upper eyelid, including canthus",TRUE
BRONZE,C441022,"Unspecified malignant neoplasm of skin of right lower eyelid, including canthus",TRUE
BRONZE,C441091,"Unspecified malignant neoplasm of skin of left upper eyelid, including canthus",TRUE
BRONZE,C441092,"Unspecified malignant neoplasm of skin of left lower eyelid, including canthus",TRUE
BRONZE,C44111,"Basal cell carcinoma of skin of unspecified eyelid, including canthus",TRUE
BRONZE,C441121,"Basal cell carcinoma of skin of right upper eyelid, including canthus",TRUE
BRONZE,C441122,"Basal cell carcinoma of skin of right lower eyelid, including canthus",TRUE
BRONZE,C441191,"Basal cell carcinoma of skin of left upper eyelid, including canthus",TRUE
BRONZE,C441192,"Basal cell carcinoma of skin of left lower eyelid, including canthus",TRUE
BRONZE,C44121,"Squamous cell carcinoma of skin of unspecified eyelid, including canthus",TRUE
BRONZE,C441221,"Squamous cell carcinoma of skin of right upper eyelid, including canthus",TRUE
BRONZE,C441222,"Squamous cell carcinoma of skin of right lower eyelid, including canthus",TRUE
BRONZE,C441291,"Squamous cell carcinoma of skin of left upper eyelid, including canthus",TRUE
BRONZE,C441292,"Squamous cell carcinoma of skin of left lower eyelid, including canthus",TRUE
BRONZE,C44131,"Sebaceous cell carcinoma of skin of unspecified eyelid, including canthus",TRUE
BRONZE,C441321,"Sebaceous cell carcinoma of skin of right upper eyelid, including canthus",TRUE
BRONZE,C441322,"Sebaceous cell carcinoma of skin of right lower eyelid, including canthus",TRUE
BRONZE,C441391,"Sebaceous cell carcinoma of skin of left upper eyelid, including canthus",TRUE
BRONZE,C441392,"Sebaceous cell carcinoma of skin of left lower eyelid, including canthus",TRUE
BRONZE,C44191,"Other specified malignant neoplasm of skin of unspecified eyelid, including canthus",TRUE
BRONZE,C441921,"Other specified malignant neoplasm of skin of right upper eyelid, including canthus",TRUE
BRONZE,C441922,"Other specified malignant neoplasm of skin of right lower eyelid, including canthus",TRUE
BRONZE,C441991,"Other specified malignant neoplasm of skin of left upper eyelid, including canthus",TRUE
BRONZE,C441992,"Other specified malignant neoplasm of skin of left lower eyelid, including canthus",TRUE
BRONZE,C44201,Unspecified malignant neoplasm of skin of unspecified ear and external auricular canal,TRUE
BRONZE,C44202,Unspecified malignant neoplasm of skin of right ear and external auricular canal,TRUE
BRONZE,C44209,Unspecified malignant neoplasm of skin of left ear and external auricular canal,TRUE
BRONZE,C44211,Basal cell carcinoma of skin of unspecified ear and external auricular canal,TRUE
BRONZE,C44212,Basal cell carcinoma of skin of right ear and external auricular canal,TRUE
BRONZE,C44219,Basal cell carcinoma of skin of left ear and external auricular canal,TRUE
BRONZE,C44221,Squamous cell carcinoma of skin of unspecified ear and external auricular canal,TRUE
BRONZE,C44222,Squamous cell carcinoma of skin of right ear and external auricular canal,TRUE
BRONZE,C44229,Squamous cell carcinoma of skin of left ear and external auricular canal,TRUE
BRONZE,C44291,Other specified malignant neoplasm of skin of unspecified ear and external auricular canal,TRUE
BRONZE,C44292,Other specified malignant neoplasm of skin of right ear and external auricular canal,TRUE
BRONZE,C44299,Other specified malignant neoplasm of skin of left ear and external auricular canal,TRUE
BRONZE,C44300,Unspecified malignant neoplasm of skin of unspecified part of face,TRUE
BRONZE,C44301,Unspecified malignant neoplasm of skin of nose,TRUE
BRONZE,C44309,Unspecified malignant neoplasm of skin of other parts of face,TRUE
BRONZE,C44310,Basal cell carcinoma of skin of unspecified parts of face,TRUE
BRONZE,C44311,Basal cell carcinoma of skin of nose,TRUE
BRONZE,C44319,Basal cell carcinoma of skin of other parts of face,TRUE
BRONZE,C44320,Squamous cell carcinoma of skin of unspecified parts of face,TRUE
BRONZE,C44321,Squamous cell carcinoma of skin of nose,TRUE
BRONZE,C44329,Squamous cell carcinoma of skin of other parts of face,TRUE
BRONZE,C44390,Other specified malignant neoplasm of skin of unspecified parts of face,TRUE
BRONZE,C44391,Other specified malignant neoplasm of skin of nose,TRUE
BRONZE,C44399,Other specified malignant neoplasm of skin of other parts of face,TRUE
BRONZE,C4440,Unspecified malignant neoplasm of skin of scalp and neck,TRUE
BRONZE,C4441,Basal cell carcinoma of skin of scalp and neck,TRUE
BRONZE,C4442,Squamous cell carcinoma of skin of scalp and neck,TRUE
BRONZE,C4449,Other specified malignant neoplasm of skin of scalp and neck,TRUE
BRONZE,C44500,Unspecified malignant neoplasm of anal skin,TRUE
BRONZE,C44501,Unspecified malignant neoplasm of skin of breast,TRUE
BRONZE,C44509,Unspecified malignant neoplasm of skin of other part of trunk,TRUE
BRONZE,C44510,Basal cell carcinoma of anal skin,TRUE
BRONZE,C44511,Basal cell carcinoma of skin of breast,TRUE
